name,sex,age,height,weight,bmi,country,year,season,city,sport,medal
Sandra Laoura,F,25.0,167.0,60.0,21.51,France,2006,Winter,Torino,Freestyle Skiing,Bronze
Dmitry Valentinovich Lapikov,M,26.0,183.0,105.0,31.35,Russia,2008,Summer,Beijing,Weightlifting,Bronze
"Matthew Vincent ""Matt"" LaPorta",M,23.0,188.0,98.0,27.73,United States of America,2008,Summer,Beijing,Baseball,Bronze
Lauren Lappin,F,24.0,170.0,73.0,25.26,United States of America,2008,Summer,Beijing,Softball,Silver
Jonas Erik Larholm,M,30.0,193.0,85.0,22.82,Sweden,2012,Summer,London,Handball,Silver
Dmitry Olegovich Larionov,M,22.0,185.0,84.0,24.54,Russia,2008,Summer,Beijing,Canoeing,Bronze
Igor Nikolayevich Larionov,M,41.0,176.0,77.0,24.86,Russia,2002,Winter,Salt Lake City,Ice Hockey,Bronze
Larissa Frana Maestrini,F,30.0,174.0,68.0,22.46,Brazil,2012,Summer,London,Beach Volleyball,Bronze
"Mitchell James ""Mitch"" Larkin",M,23.0,187.0,72.0,20.59,Australia,2016,Summer,Rio de Janeiro,Swimming,Silver
"Mitchell James ""Mitch"" Larkin",M,23.0,187.0,72.0,20.59,Australia,2016,Summer,Rio de Janeiro,Swimming,Bronze
Jocelyne Dawn Marie Larocque,F,25.0,170.0,63.0,21.8,Canada,2014,Winter,Sochi,Ice Hockey,Gold
Eirik Vers Larsen,M,28.0,182.0,80.0,24.15,Norway,2004,Summer,Athina,Canoeing,Gold
Eirik Vers Larsen,M,28.0,182.0,80.0,24.15,Norway,2004,Summer,Athina,Canoeing,Bronze
Eirik Vers Larsen,M,32.0,182.0,80.0,24.15,Norway,2008,Summer,Beijing,Canoeing,Silver
Eirik Vers Larsen,M,36.0,182.0,80.0,24.15,Norway,2012,Summer,London,Canoeing,Gold
Jacob Sgaard Larsen,M,28.0,182.0,73.0,22.04,Denmark,2016,Summer,Rio de Janeiro,Rowing,Silver
Mads Mensah Larsen,M,24.0,188.0,106.0,29.99,Denmark,2016,Summer,Rio de Janeiro,Handball,Gold
Niklas Larsen,M,19.0,180.0,74.0,22.84,Denmark,2016,Summer,Rio de Janeiro,Cycling,Bronze
Tonje Larsen,F,33.0,184.0,72.0,21.27,Norway,2008,Summer,Beijing,Handball,Gold
Breeja Larson,F,20.0,183.0,73.0,21.8,United States of America,2012,Summer,London,Swimming,Gold
Jordan Quinn Larson-Burbach,F,25.0,188.0,75.0,21.22,United States of America,2012,Summer,London,Volleyball,Silver
Jordan Quinn Larson-Burbach,F,29.0,188.0,75.0,21.22,United States of America,2016,Summer,Rio de Janeiro,Volleyball,Bronze
Gustav Erik Larsson,M,27.0,195.0,77.0,20.25,Sweden,2008,Summer,Beijing,Cycling,Silver
Maria Linda Larsson,F,22.0,153.0,57.0,24.35,Sweden,2002,Winter,Salt Lake City,Ice Hockey,Bronze
l Mats Arne Larsson,M,25.0,184.0,75.0,22.15,Sweden,2006,Winter,Torino,Cross Country Skiing,Bronze
Irina Lashko (-Furler-),F,31.0,163.0,50.0,18.82,Australia,2004,Summer,Athina,Diving,Bronze
Yelena Anatolyevna Lashmanova,F,20.0,170.0,48.0,16.61,Russia,2012,Summer,London,Athletics,Gold
Michal Eryk Lasko,M,31.0,202.0,104.0,25.49,Italy,2012,Summer,London,Volleyball,Bronze
Riitta-Liisa Lassila-Roponen,F,31.0,161.0,54.0,20.83,Finland,2010,Winter,Vancouver,Cross Country Skiing,Bronze
Badri Latif,F,27.0,169.0,59.0,20.66,Germany,2004,Summer,Athina,Hockey,Gold
Heike Ltzsch (-Wedekind),F,30.0,173.0,53.0,17.71,Germany,2004,Summer,Athina,Hockey,Gold
Simone Laudehr,F,22.0,175.0,56.0,18.29,Germany,2008,Summer,Beijing,Football,Bronze
Simone Laudehr,F,30.0,175.0,56.0,18.29,Germany,2016,Summer,Rio de Janeiro,Football,Gold
Jack David Laugher,M,21.0,166.0,65.0,23.59,United Kingdom,2016,Summer,Rio de Janeiro,Diving,Silver
Jack David Laugher,M,21.0,166.0,65.0,23.59,United Kingdom,2016,Summer,Rio de Janeiro,Diving,Gold
Romina Laurito,F,25.0,166.0,73.77,26.77,Italy,2012,Summer,London,Rhythmic Gymnastics,Bronze
Andrew George Lauterstein,M,21.0,190.0,90.0,24.93,Australia,2008,Summer,Beijing,Swimming,Bronze
Andrew George Lauterstein,M,21.0,190.0,90.0,24.93,Australia,2008,Summer,Beijing,Swimming,Bronze
Andrew George Lauterstein,M,21.0,190.0,90.0,24.93,Australia,2008,Summer,Beijing,Swimming,Silver
Elise Mary Laverick (-Sherwell),F,29.0,178.0,73.0,23.04,United Kingdom,2004,Summer,Athina,Rowing,Bronze
Elise Mary Laverick (-Sherwell),F,33.0,178.0,73.0,23.04,United Kingdom,2008,Summer,Beijing,Rowing,Bronze
Ezequiel Ivn Lavezzi,M,23.0,173.0,75.0,25.06,Argentina,2008,Summer,Beijing,Football,Gold
Renaud Lavillenie,M,25.0,177.0,71.0,22.66,France,2012,Summer,London,Athletics,Gold
Renaud Lavillenie,M,29.0,177.0,71.0,22.66,France,2016,Summer,Rio de Janeiro,Athletics,Silver
Andrey Ivanovich Lavrov,M,42.0,197.0,94.0,24.22,Russia,2004,Summer,Athina,Handball,Bronze
Nataliya Aleksandrovna Lavrova,F,20.0,175.0,57.0,18.61,Russia,2004,Summer,Athina,Rhythmic Gymnastics,Gold
"Kelley Law (Atkins-, -Owen)",F,36.0,159.0,63.0,24.92,Canada,2002,Winter,Salt Lake City,Curling,Bronze
Leslie Francis Law,M,39.0,183.0,74.0,22.1,United Kingdom,2004,Summer,Athina,Equestrianism,Gold
Leslie Francis Law,M,39.0,183.0,74.0,22.1,United Kingdom,2004,Summer,Athina,Equestrianism,Silver
Kaitlyn Lawes,F,25.0,160.0,53.0,20.7,Canada,2014,Winter,Sochi,Curling,Gold
Erika Lyn Lawler,F,23.0,152.0,59.0,25.54,United States of America,2010,Winter,Vancouver,Ice Hockey,Silver
Ashley Lawrence,F,21.0,163.0,59.0,22.21,Canada,2016,Summer,Rio de Janeiro,Football,Bronze
"Jacqueline ""Jacqui"" Lawrence",F,26.0,176.0,62.0,20.02,Australia,2008,Summer,Beijing,Canoeing,Silver
Maya Lawrence,F,32.0,170.0,64.0,22.15,United States of America,2012,Summer,London,Fencing,Bronze
Kara Marie Lawson,F,27.0,175.0,75.0,24.49,United States of America,2008,Summer,Beijing,Basketball,Gold
Edwige Lawson-Wade,F,33.0,166.0,60.0,21.77,France,2012,Summer,London,Basketball,Silver
Kirsti Lay (-Giroux),F,28.0,173.0,65.0,21.72,Canada,2016,Summer,Rio de Janeiro,Cycling,Bronze
Mylne Lazare,F,24.0,183.0,75.0,22.4,France,2012,Summer,London,Swimming,Bronze
Pedro Luis Lazo Iglesias,M,31.0,192.0,107.0,29.03,Cuba,2004,Summer,Athina,Baseball,Gold
Pedro Luis Lazo Iglesias,M,35.0,192.0,107.0,29.03,Cuba,2008,Summer,Beijing,Baseball,Silver
Le Maosheng,M,26.0,163.0,63.0,23.71,China,2004,Summer,Athina,Weightlifting,Silver
Chris le Bihan,M,32.0,188.0,100.0,28.29,Canada,2010,Winter,Vancouver,Bobsleigh,Bronze
Pierre Le Coq,M,27.0,186.0,72.0,20.81,France,2016,Summer,Rio de Janeiro,Sailing,Bronze
Latitia Le Corguill,F,22.0,163.0,63.0,23.71,France,2008,Summer,Beijing,Cycling,Silver
Catriona Ann Le May Doan,F,31.0,170.0,70.0,24.22,Canada,2002,Winter,Salt Lake City,Speed Skating,Gold
Erwann Lucien douard Le Pchoux,M,34.0,171.0,65.0,22.23,France,2016,Summer,Rio de Janeiro,Fencing,Silver
milie Le Pennec,F,16.0,150.0,37.0,16.44,France,2004,Summer,Athina,Gymnastics,Gold
Vladimir Nikolayevich Lebedev,M,21.0,178.0,73.0,23.04,Russia,2006,Winter,Torino,Freestyle Skiing,Bronze
Tatyana Romanovna Lebedeva,F,28.0,170.0,61.0,21.11,Russia,2004,Summer,Athina,Athletics,Gold
Tatyana Romanovna Lebedeva,F,28.0,170.0,61.0,21.11,Russia,2004,Summer,Athina,Athletics,Bronze
Tatyana Romanovna Lebedeva,F,32.0,170.0,61.0,21.11,Russia,2008,Summer,Beijing,Athletics,Silver
Tatyana Romanovna Lebedeva,F,32.0,170.0,61.0,21.11,Russia,2008,Summer,Beijing,Athletics,Silver
Karina Chenelle LeBlanc,F,32.0,177.0,75.0,23.94,Canada,2012,Summer,London,Football,Bronze
Anouk Leblanc-Boucher,F,21.0,170.0,62.0,21.45,Canada,2006,Winter,Torino,Short Track Speed Skating,Bronze
Anouk Leblanc-Boucher,F,21.0,170.0,62.0,21.45,Canada,2006,Winter,Torino,Short Track Speed Skating,Silver
Barbara Lechner-Engleder,F,33.0,162.0,72.0,27.43,Germany,2016,Summer,Rio de Janeiro,Shooting,Gold
John Clark LeClair,M,32.0,190.0,104.0,28.81,United States of America,2002,Winter,Salt Lake City,Ice Hockey,Silver
Camille Lecointre,F,31.0,159.0,56.0,22.15,France,2016,Summer,Rio de Janeiro,Sailing,Bronze
"Kathleen Genevieve ""Katie"" Ledecky",F,15.0,183.0,73.0,21.8,United States of America,2012,Summer,London,Swimming,Gold
"Kathleen Genevieve ""Katie"" Ledecky",F,19.0,183.0,73.0,21.8,United States of America,2016,Summer,Rio de Janeiro,Swimming,Gold
"Kathleen Genevieve ""Katie"" Ledecky",F,19.0,183.0,73.0,21.8,United States of America,2016,Summer,Rio de Janeiro,Swimming,Gold
"Kathleen Genevieve ""Katie"" Ledecky",F,19.0,183.0,73.0,21.8,United States of America,2016,Summer,Rio de Janeiro,Swimming,Gold
"Kathleen Genevieve ""Katie"" Ledecky",F,19.0,183.0,73.0,21.8,United States of America,2016,Summer,Rio de Janeiro,Swimming,Silver
"Kathleen Genevieve ""Katie"" Ledecky",F,19.0,183.0,73.0,21.8,United States of America,2016,Summer,Rio de Janeiro,Swimming,Gold
Lee Bae-Yeong,M,24.0,162.0,69.0,26.29,South Korea,2004,Summer,Athina,Weightlifting,Silver
Lee Beom-Yeong,M,23.0,199.0,94.0,23.74,South Korea,2012,Summer,London,Football,Bronze
Lee Bo-Na,F,23.0,168.0,59.0,20.9,South Korea,2004,Summer,Athina,Shooting,Bronze
Lee Bo-Na,F,23.0,168.0,59.0,20.9,South Korea,2004,Summer,Athina,Shooting,Silver
Lee Chang-Hwan,M,26.0,178.0,78.0,24.62,South Korea,2008,Summer,Beijing,Archery,Gold
Lee Dae-Ho,M,26.0,192.0,120.0,32.55,South Korea,2008,Summer,Beijing,Baseball,Gold
Lee Dae-Hun,M,20.0,183.0,70.0,20.9,South Korea,2012,Summer,London,Taekwondo,Silver
Lee Dae-Hun,M,24.0,183.0,70.0,20.9,South Korea,2016,Summer,Rio de Janeiro,Taekwondo,Bronze
David Cameron Lee,M,26.0,203.0,105.0,25.48,United States of America,2008,Summer,Beijing,Volleyball,Gold
David Cameron Lee,M,34.0,203.0,105.0,25.48,United States of America,2016,Summer,Rio de Janeiro,Volleyball,Bronze
Lee Dong-Su,M,30.0,182.0,73.0,22.04,South Korea,2004,Summer,Athina,Badminton,Silver
Lee Eun-Byeol,F,18.0,154.0,46.0,19.4,South Korea,2010,Winter,Vancouver,Short Track Speed Skating,Silver
Lee Eun-Sil,F,27.0,167.0,55.0,19.72,South Korea,2004,Summer,Athina,Table Tennis,Silver
Lee Gang-Seok,M,20.0,176.0,77.0,24.86,South Korea,2006,Winter,Torino,Speed Skating,Bronze
Lee Gong-Ju,F,24.0,163.0,50.0,18.82,South Korea,2004,Summer,Athina,Handball,Silver
Lee Gyeong-Won,F,24.0,160.0,58.0,22.66,South Korea,2004,Summer,Athina,Badminton,Bronze
Lee Gyeong-Won,F,28.0,160.0,58.0,22.66,South Korea,2008,Summer,Beijing,Badminton,Silver
Lee Ho-Seok,M,19.0,168.0,60.0,21.26,South Korea,2006,Winter,Torino,Short Track Speed Skating,Silver
Lee Ho-Seok,M,19.0,168.0,60.0,21.26,South Korea,2006,Winter,Torino,Short Track Speed Skating,Silver
Lee Ho-Seok,M,19.0,168.0,60.0,21.26,South Korea,2006,Winter,Torino,Short Track Speed Skating,Gold
Lee Ho-Seok,M,23.0,168.0,60.0,21.26,South Korea,2010,Winter,Vancouver,Short Track Speed Skating,Silver
Lee Ho-Seok,M,23.0,168.0,60.0,21.26,South Korea,2010,Winter,Vancouver,Short Track Speed Skating,Silver
Lee Hyo-Jeong,F,27.0,181.0,74.0,22.59,South Korea,2008,Summer,Beijing,Badminton,Gold
Lee Hyo-Jeong,F,27.0,181.0,74.0,22.59,South Korea,2008,Summer,Beijing,Badminton,Silver
Lee Jae-Jin,M,25.0,178.0,73.0,23.04,South Korea,2008,Summer,Beijing,Badminton,Bronze
Lee Jeong-Su,M,20.0,173.0,60.0,20.05,South Korea,2010,Winter,Vancouver,Short Track Speed Skating,Gold
Lee Jeong-Su,M,20.0,173.0,60.0,20.05,South Korea,2010,Winter,Vancouver,Short Track Speed Skating,Gold
Lee Jeong-Su,M,20.0,173.0,60.0,20.05,South Korea,2010,Winter,Vancouver,Short Track Speed Skating,Silver
Lee Jin-Yeong,M,28.0,185.0,90.0,26.3,South Korea,2008,Summer,Beijing,Baseball,Gold
Lee Jong-Uk,M,28.0,176.0,77.0,24.86,South Korea,2008,Summer,Beijing,Baseball,Gold
Lee Min-Hui,F,28.0,174.0,65.0,21.47,South Korea,2008,Summer,Beijing,Handball,Bronze
Lee Sang-Eun,F,29.0,172.0,68.0,22.99,South Korea,2004,Summer,Athina,Handball,Silver
Lee Sang-Hwa,F,20.0,165.0,62.0,22.77,South Korea,2010,Winter,Vancouver,Speed Skating,Gold
Lee Sang-Hwa,F,24.0,165.0,62.0,22.77,South Korea,2014,Winter,Sochi,Speed Skating,Gold
Lee Seong-Jin,F,19.0,164.0,65.0,24.17,South Korea,2004,Summer,Athina,Archery,Silver
Lee Seong-Jin,F,19.0,164.0,65.0,24.17,South Korea,2004,Summer,Athina,Archery,Gold
Lee Seong-Jin,F,27.0,164.0,65.0,24.17,South Korea,2012,Summer,London,Archery,Gold
Lee Seung-Hun,M,21.0,178.0,70.0,22.09,South Korea,2010,Winter,Vancouver,Speed Skating,Silver
Lee Seung-Hun,M,21.0,178.0,70.0,22.09,South Korea,2010,Winter,Vancouver,Speed Skating,Gold
Lee Seung-Hun,M,25.0,178.0,70.0,22.09,South Korea,2014,Winter,Sochi,Speed Skating,Silver
Lee Seung-Yeop,M,31.0,183.0,92.0,27.47,South Korea,2008,Summer,Beijing,Baseball,Gold
Lee Seung-Yun,M,21.0,174.0,80.0,26.42,South Korea,2016,Summer,Rio de Janeiro,Archery,Gold
Lee Taek-Geun,M,28.0,182.0,83.0,25.06,South Korea,2008,Summer,Beijing,Baseball,Gold
Lee Won-Hui,M,23.0,172.0,73.0,24.68,South Korea,2004,Summer,Athina,Judo,Gold
Lee Yong-Dae,M,19.0,180.0,74.0,22.84,South Korea,2008,Summer,Beijing,Badminton,Gold
Lee Yong-Dae,M,23.0,180.0,74.0,22.84,South Korea,2012,Summer,London,Badminton,Bronze
Lee Yong-Gyu,M,22.0,175.0,70.0,22.86,South Korea,2008,Summer,Beijing,Baseball,Gold
Zoe Samantha Lee,F,30.0,176.0,70.0,22.6,United Kingdom,2016,Summer,Rio de Janeiro,Rowing,Silver
Marrit Leenstra,F,24.0,170.0,59.0,20.42,Netherlands,2014,Winter,Sochi,Speed Skating,Gold
Brian Joseph Leetch,M,33.0,185.0,91.0,26.59,United States of America,2002,Winter,Salt Lake City,Ice Hockey,Silver
Clment Lefert,M,24.0,185.0,73.0,21.33,France,2012,Summer,London,Swimming,Gold
Clment Lefert,M,24.0,185.0,73.0,21.33,France,2012,Summer,London,Swimming,Silver
Fabien Lefvre,M,22.0,178.0,70.0,22.09,France,2004,Summer,Athina,Canoeing,Bronze
Fabien Lefvre,M,26.0,178.0,70.0,22.09,France,2008,Summer,Beijing,Canoeing,Silver
Enzo-Boris Lefort,M,24.0,190.0,80.0,22.16,France,2016,Summer,Rio de Janeiro,Fencing,Silver
Aleksandr Gennadyevich Legkov,M,30.0,177.0,65.0,20.75,Russia,2014,Winter,Sochi,Cross Country Skiing,Gold
Aleksandr Gennadyevich Legkov,M,30.0,177.0,65.0,20.75,Russia,2014,Winter,Sochi,Cross Country Skiing,Silver
Lise Christiane Rene Legrand (Golliot-),F,27.0,170.0,63.0,21.8,France,2004,Summer,Athina,Wrestling,Bronze
Ugo Legrand,M,23.0,175.0,73.0,23.84,France,2012,Summer,London,Judo,Bronze
Sonja Lehmann (-Dittbrenner),F,24.0,172.0,65.0,21.97,Germany,2004,Summer,Athina,Hockey,Gold
Jori Jonatan Lehter,M,26.0,187.0,97.0,27.74,Finland,2014,Winter,Sochi,Ice Hockey,Bronze
Jere Kalervo Lehtinen,M,32.0,183.0,88.5,26.43,Finland,2006,Winter,Torino,Ice Hockey,Silver
Jere Kalervo Lehtinen,M,36.0,183.0,88.5,26.43,Finland,2010,Winter,Vancouver,Ice Hockey,Bronze
Silja Lehtinen,F,26.0,168.0,63.0,22.32,Finland,2012,Summer,London,Sailing,Bronze
Kari Lehtonen,M,30.0,193.0,91.0,24.43,Finland,2014,Winter,Sochi,Ice Hockey,Bronze
Lei Sheng,M,28.0,193.0,77.0,20.67,China,2012,Summer,London,Fencing,Gold
Levi Leipheimer,M,34.0,173.0,62.0,20.72,United States of America,2008,Summer,Beijing,Cycling,Bronze
Patric-Fritz Leitner,M,24.0,189.0,88.0,24.64,Germany,2002,Winter,Salt Lake City,Luge,Gold
Patric-Fritz Leitner,M,32.0,189.0,88.0,24.64,Germany,2010,Winter,Vancouver,Luge,Bronze
Christophe Alexandre Christian Lematre,M,22.0,190.0,74.0,20.5,France,2012,Summer,London,Athletics,Bronze
Christophe Alexandre Christian Lematre,M,26.0,190.0,74.0,20.5,France,2016,Summer,Rio de Janeiro,Athletics,Bronze
Mario Lemieux,M,36.0,192.0,102.0,27.67,Canada,2002,Winter,Salt Lake City,Ice Hockey,Gold
Finn Lemke,M,24.0,210.0,115.0,26.08,Germany,2016,Summer,Rio de Janeiro,Handball,Bronze
Mathieu Lemoine,M,32.0,176.0,70.0,22.6,France,2016,Summer,Rio de Janeiro,Equestrianism,Gold
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,19.0,167.0,60.0,21.51,Australia,2004,Summer,Athina,Swimming,Bronze
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,19.0,167.0,60.0,21.51,Australia,2004,Summer,Athina,Swimming,Gold
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,23.0,167.0,60.0,21.51,Australia,2008,Summer,Beijing,Swimming,Silver
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,23.0,167.0,60.0,21.51,Australia,2008,Summer,Beijing,Swimming,Bronze
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,23.0,167.0,60.0,21.51,Australia,2008,Summer,Beijing,Swimming,Gold
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,23.0,167.0,60.0,21.51,Australia,2008,Summer,Beijing,Swimming,Gold
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,27.0,167.0,60.0,21.51,Australia,2012,Summer,London,Swimming,Gold
Yankiel Len Alarcon,M,26.0,163.0,54.0,20.32,Cuba,2008,Summer,Beijing,Boxing,Silver
Natascia Leonardi Cortesi,F,30.0,163.0,51.0,19.2,Switzerland,2002,Winter,Salt Lake City,Cross Country Skiing,Bronze
Raffaello Leonardo,M,31.0,190.0,94.0,26.04,Italy,2004,Summer,Athina,Rowing,Bronze
Heorhiy Ihorovych Leonchuk,M,30.0,193.0,82.0,22.01,Ukraine,2004,Summer,Athina,Sailing,Silver
Carolin Leonhardt,F,19.0,175.0,64.0,20.9,Germany,2004,Summer,Athina,Canoeing,Silver
Carolin Leonhardt,F,19.0,175.0,64.0,20.9,Germany,2004,Summer,Athina,Canoeing,Gold
Carolin Leonhardt,F,27.0,175.0,64.0,20.9,Germany,2012,Summer,London,Canoeing,Silver
Amy Elizabeth LePeilbet,F,30.0,170.0,65.0,22.49,United States of America,2012,Summer,London,Football,Gold
Sami Lepist,M,25.0,186.0,85.0,24.57,Finland,2010,Winter,Vancouver,Ice Hockey,Bronze
Sami Lepist,M,29.0,186.0,85.0,24.57,Finland,2014,Winter,Sochi,Ice Hockey,Bronze
Pnlope Leprvost,F,36.0,175.0,55.0,17.96,France,2016,Summer,Rio de Janeiro,Equestrianism,Gold
Florence Lepron,F,27.0,182.0,64.0,19.32,France,2012,Summer,London,Basketball,Silver
Sydney Rae Leroux (-Dwyer),F,22.0,170.0,66.0,22.84,United States of America,2012,Summer,London,Football,Gold
Nataliya Valeryevna Leshchik,F,17.0,176.0,73.77,23.82,Belarus,2012,Summer,London,Rhythmic Gymnastics,Silver
Lisa Deshawn Leslie (-Lockwood),F,32.0,196.0,77.0,20.04,United States of America,2004,Summer,Athina,Basketball,Gold
Lisa Deshawn Leslie (-Lockwood),F,36.0,196.0,77.0,20.04,United States of America,2008,Summer,Beijing,Basketball,Gold
Erik Lesser,M,25.0,170.0,70.0,24.22,Germany,2014,Winter,Sochi,Biathlon,Silver
Erik Lesser,M,25.0,170.0,70.0,24.22,Germany,2014,Winter,Sochi,Biathlon,Silver
Aleksandr Leonidovich Lesun,M,28.0,185.0,74.0,21.62,Russia,2016,Summer,Rio de Janeiro,Modern Pentathlon,Gold
Evelyne Leu,F,29.0,167.0,62.0,22.23,Switzerland,2006,Winter,Torino,Freestyle Skiing,Gold
Melanie Leupolz,F,22.0,173.0,52.0,17.37,Germany,2016,Summer,Rio de Janeiro,Football,Gold
Laurien Leurink,F,21.0,173.0,67.0,22.39,Netherlands,2016,Summer,Rio de Janeiro,Hockey,Silver
Amaury Raymond Leveaux,M,22.0,202.0,88.0,21.57,France,2008,Summer,Beijing,Swimming,Silver
Amaury Raymond Leveaux,M,22.0,202.0,88.0,21.57,France,2008,Summer,Beijing,Swimming,Silver
Amaury Raymond Leveaux,M,26.0,202.0,88.0,21.57,France,2012,Summer,London,Swimming,Gold
Amaury Raymond Leveaux,M,26.0,202.0,88.0,21.57,France,2012,Summer,London,Swimming,Silver
Caitlin Leverenz,F,21.0,173.0,73.0,24.39,United States of America,2012,Summer,London,Swimming,Bronze
Olga Sergeyevna Levina-Akopyan,F,31.0,176.0,63.0,20.34,Russia,2016,Summer,Rio de Janeiro,Handball,Gold
Maximilian Levy,M,21.0,182.0,87.0,26.26,Germany,2008,Summer,Beijing,Cycling,Bronze
Maximilian Levy,M,25.0,182.0,87.0,26.26,Germany,2012,Summer,London,Cycling,Silver
Maximilian Levy,M,25.0,182.0,87.0,26.26,Germany,2012,Summer,London,Cycling,Bronze
Craig Edward Lewis,M,27.0,195.0,100.0,26.3,Australia,2004,Summer,Athina,Baseball,Silver
"Michael Peter ""Mike"" Lewis",M,27.0,185.0,73.0,21.33,Canada,2008,Summer,Beijing,Rowing,Bronze
Mark Anthony Lewis-Francis,M,21.0,183.0,89.0,26.58,United Kingdom,2004,Summer,Athina,Athletics,Gold
Amandine Suzanne Monique Leynaud,F,30.0,178.0,64.0,20.2,France,2016,Summer,Rio de Janeiro,Handball,Silver
Danell Johan Leyva Gonzalez,M,20.0,170.0,68.0,23.53,United States of America,2012,Summer,London,Gymnastics,Bronze
Danell Johan Leyva Gonzalez,M,24.0,170.0,68.0,23.53,United States of America,2016,Summer,Rio de Janeiro,Gymnastics,Silver
Danell Johan Leyva Gonzalez,M,24.0,170.0,68.0,23.53,United States of America,2016,Summer,Rio de Janeiro,Gymnastics,Silver
Jason Edward Lezak,M,28.0,193.0,98.0,26.31,United States of America,2004,Summer,Athina,Swimming,Bronze
Jason Edward Lezak,M,28.0,193.0,98.0,26.31,United States of America,2004,Summer,Athina,Swimming,Gold
Jason Edward Lezak,M,32.0,193.0,98.0,26.31,United States of America,2008,Summer,Beijing,Swimming,Bronze
Jason Edward Lezak,M,32.0,193.0,98.0,26.31,United States of America,2008,Summer,Beijing,Swimming,Gold
Jason Edward Lezak,M,32.0,193.0,98.0,26.31,United States of America,2008,Summer,Beijing,Swimming,Gold
Jason Edward Lezak,M,36.0,193.0,98.0,26.31,United States of America,2012,Summer,London,Swimming,Silver
Li Dan,F,27.0,155.0,47.0,19.56,China,2016,Summer,Rio de Janeiro,Trampolining,Bronze
Li Hongli,M,27.0,168.0,77.0,27.28,China,2008,Summer,Beijing,Weightlifting,Silver
Li Hongxia,F,21.0,168.0,63.0,22.32,China,2008,Summer,Beijing,Hockey,Silver
Li Ji,F,18.0,180.0,70.0,21.6,China,2004,Summer,Athina,Swimming,Silver
Li Jiajun,M,26.0,174.0,76.0,25.1,China,2002,Winter,Salt Lake City,Short Track Speed Skating,Silver
Li Jiajun,M,26.0,174.0,76.0,25.1,China,2002,Winter,Salt Lake City,Short Track Speed Skating,Bronze
Li Jiajun,M,30.0,174.0,76.0,25.1,China,2006,Winter,Torino,Short Track Speed Skating,Bronze
Li Jianrou,F,27.0,160.0,55.0,21.48,China,2014,Winter,Sochi,Short Track Speed Skating,Gold
Li Jie,M,24.0,170.0,64.0,22.15,China,2004,Summer,Athina,Shooting,Silver
Li Jinzi,F,22.0,176.0,75.0,24.21,China,2012,Summer,London,Boxing,Bronze
Li Juan,F,27.0,187.0,73.0,20.88,China,2008,Summer,Beijing,Volleyball,Bronze
Li Na,F,31.0,177.0,67.0,21.39,China,2012,Summer,London,Fencing,Gold
Li Nina,F,23.0,160.0,52.0,20.31,China,2006,Winter,Torino,Freestyle Skiing,Silver
Li Nina,F,27.0,160.0,52.0,20.31,China,2010,Winter,Vancouver,Freestyle Skiing,Silver
Li Qian,F,26.0,180.0,75.0,23.15,China,2016,Summer,Rio de Janeiro,Boxing,Bronze
Li Shan,F,24.0,185.0,72.0,21.04,China,2004,Summer,Athina,Volleyball,Gold
Li Shanshan,F,16.0,145.0,36.0,17.12,China,2008,Summer,Beijing,Gymnastics,Gold
Li Shuang,F,30.0,161.0,56.0,21.6,China,2008,Summer,Beijing,Hockey,Silver
Li Ting,F,24.0,180.0,72.0,22.22,China,2004,Summer,Athina,Tennis,Gold
Li Ting,F,17.0,157.0,44.0,17.85,China,2004,Summer,Athina,Diving,Gold
Li Wenquan,M,22.0,172.0,63.0,21.3,China,2008,Summer,Beijing,Archery,Bronze
Li Xiaolu,F,23.0,167.0,51.0,18.29,China,2016,Summer,Rio de Janeiro,Synchronized Swimming,Silver
Li Xiaopeng,M,23.0,162.0,56.0,21.34,China,2004,Summer,Athina,Gymnastics,Bronze
Li Xiaopeng,M,27.0,162.0,56.0,21.34,China,2008,Summer,Beijing,Gymnastics,Gold
Li Xiaopeng,M,27.0,162.0,56.0,21.34,China,2008,Summer,Beijing,Gymnastics,Gold
Li Xiaoxia,F,24.0,174.0,65.0,21.47,China,2012,Summer,London,Table Tennis,Gold
Li Xiaoxia,F,24.0,174.0,65.0,21.47,China,2012,Summer,London,Table Tennis,Gold
Li Xiaoxia,F,28.0,174.0,65.0,21.47,China,2016,Summer,Rio de Janeiro,Table Tennis,Silver
Li Xiaoxia,F,28.0,174.0,65.0,21.47,China,2016,Summer,Rio de Janeiro,Table Tennis,Gold
Li Xuanxu,F,18.0,164.0,50.0,18.59,China,2012,Summer,London,Swimming,Bronze
Li Xuerui,F,21.0,175.0,65.0,21.22,China,2012,Summer,London,Badminton,Gold
Li Xueying,F,22.0,161.0,58.0,22.38,China,2012,Summer,London,Weightlifting,Gold
Li Yanfeng,F,33.0,179.0,85.0,26.53,China,2012,Summer,London,Athletics,Bronze
Li Ye,M,18.0,173.0,65.0,21.72,China,2002,Winter,Salt Lake City,Short Track Speed Skating,Bronze
